symbol,direction,entry_time,entry_price,exit_time,exit_price,size_units,pnl,risk_dollars,exit_reason,r_multiple,sweep_penetration_price,sweep_penetration_pips,sweep_penetration_atr
EUR_USD,short,2020-09-16 07:00:00+00:00,1.1848915285714285,2020-09-16 07:00:00+00:00,1.1854438857142857,44920,-24.811882857144248,24.811882857144248,stop_loss,-1.0,0.00035999999999991594,3.5999999999991594,0.8499156829677623
EUR_USD,short,2020-09-18 06:45:00+00:00,1.1859603714285714,2020-09-18 06:45:00+00:00,1.186258514285714,83014,-24.750031142843383,24.750031142843383,stop_loss,-1.0,5.999999999994898e-05,0.5999999999994898,0.12462908011858898
GBP_USD,short,2020-09-18 07:30:00+00:00,1.2985984000000002,2020-09-18 07:45:00+00:00,1.2978004,30937,24.687726000002364,24.687726000002364,take_profit,1.0,5.0000000000105516e-05,0.5000000000010552,0.046296296296391204
GBP_USD,short,2020-09-21 06:45:00+00:00,1.2960664428571427,2020-09-21 06:45:00+00:00,1.2963142285714282,99885,-24.750076071409165,24.750076071409165,stop_loss,-1.0,7.999999999985796e-05,0.7999999999985796,0.11801896733382632
GBP_USD,short,2020-09-25 06:15:00+00:00,1.2757072714285713,2020-09-25 06:15:00+00:00,1.276370914285714,37201,-24.688177928565953,24.688177928565953,stop_loss,-1.0,0.00019999999999997797,1.9999999999997797,0.31425364758692376
EUR_USD,short,2020-09-25 07:00:00+00:00,1.1675207714285714,2020-09-25 07:00:00+00:00,1.1671646285714286,69148,24.626566285710673,24.626566285710673,take_profit,1.0,0.000180000000000069,1.80000000000069,0.39009287925704045
GBP_USD,short,2020-09-28 06:15:00+00:00,1.2771699857142857,2020-09-28 06:15:00+00:00,1.277800057142857,39183,-24.688088785704874,24.688088785704874,stop_loss,-1.0,3.999999999981796e-05,0.3999999999981796,0.07988587731775133
EUR_USD,short,2020-10-01 06:15:00+00:00,1.174710557142857,2020-10-01 06:15:00+00:00,1.1752977714285713,41937,-24.626005499995447,24.626005499995447,stop_loss,-1.0,0.00024000000000001798,2.4000000000001798,0.5083207261724866
GBP_USD,short,2020-10-01 06:45:00+00:00,1.294260457142857,2020-10-01 07:00:00+00:00,1.2935027428571428,32419,24.564339428570285,24.564339428570285,take_profit,1.0,0.00039999999999995595,3.9999999999995595,0.8383233532932627
EUR_USD,short,2020-10-05 08:00:00+00:00,1.1731494428571427,2020-10-05 08:00:00+00:00,1.1737622285714286,40187,-24.626019500007978,24.626019500007978,stop_loss,-1.0,0.00024000000000001798,2.4000000000001798,0.4546684709066505
GBP_USD,short,2020-10-06 07:15:00+00:00,1.2993661142857142,2020-10-06 07:15:00+00:00,1.2980166857142854,18203,24.563648285719076,24.563648285719076,take_profit,1.0,0.0005800000000000249,5.800000000000249,0.8353909465020978
GBP_USD,short,2020-10-07 06:45:00+00:00,1.2901077142857142,2020-10-07 06:45:00+00:00,1.290669142857143,43863,-24.62594142858249,24.62594142858249,stop_loss,-1.0,0.00020000000000020002,2.000000000002,0.325581395349165
EUR_USD,short,2020-10-08 06:15:00+00:00,1.1771732857142856,2020-10-08 06:30:00+00:00,1.1779668571428572,30954,-24.564210000005787,24.564210000005787,stop_loss,-1.0,0.000400000000000178,4.00000000000178,1.1914893617027327
GBP_USD,short,2020-10-08 06:15:00+00:00,1.2928783428571429,2020-10-08 06:30:00+00:00,1.2943366285714284,16844,-24.563364571425353,24.563364571425353,stop_loss,-1.0,0.0005199999999998539,5.199999999998539,0.8921568627448049
GBP_USD,short,2020-10-09 07:45:00+00:00,1.2955148285714286,2020-10-09 08:00:00+00:00,1.296960685714286,16904,-24.440769142859402,24.440769142859402,stop_loss,-1.0,0.0010300000000000864,10.300000000000864,1.3578154425613667
GBP_USD,short,2020-10-12 06:45:00+00:00,1.304289357142857,2020-10-12 07:00:00+00:00,1.3056425714285715,18016,-24.379508571431415,24.379508571431415,stop_loss,-1.0,0.0010399999999999299,10.399999999999299,1.954362416107204
GBP_USD,short,2020-10-22 06:30:00+00:00,1.3143200285714285,2020-10-22 06:45:00+00:00,1.3137501714285715,42676,24.31922342856343,24.31922342856343,take_profit,1.0,0.0004799999999998139,4.799999999998139,0.9627507163319762
EUR_USD,short,2020-10-22 07:30:00+00:00,1.1859896142857143,2020-10-22 07:30:00+00:00,1.186281542857143,83515,-24.38041464286613,24.38041464286613,stop_loss,-1.0,0.00021000000000004349,2.100000000000435,0.40440165061909683
EUR_USD,short,2020-10-23 07:45:00+00:00,1.1821571857142856,2020-10-23 07:45:00+00:00,1.182711257142857,43892,-24.319303142857883,24.319303142857883,stop_loss,-1.0,0.00038000000000004697,3.8000000000004697,0.59308807134899
GBP_USD,short,2020-11-03 07:15:00+00:00,1.2928300857142856,2020-11-03 07:30:00+00:00,1.2939396571428572,21863,-24.25856014286086,24.25856014286086,stop_loss,-1.0,0.00031000000000003247,3.1000000000003247,0.6253602305475409
GBP_USD,short,2020-11-05 07:15:00+00:00,1.2974384285714287,2020-11-05 07:15:00+00:00,1.299456285714286,11991,-24.196125000001803,24.196125000001803,stop_loss,-1.0,0.0014400000000001079,14.400000000001079,1.3350993377484541
EUR_USD,short,2020-11-05 07:45:00+00:00,1.1737059,2020-11-05 08:00:00+00:00,1.1748564000000001,20980,-24.137490000001137,24.137490000001137,stop_loss,-1.0,0.00043999999999999595,4.3999999999999595,0.6241134751773103
EUR_USD,short,2020-11-06 07:15:00+00:00,1.1828472571428572,2020-11-06 07:15:00+00:00,1.1834209714285715,41967,-24.077067428571546,24.077067428571546,stop_loss,-1.0,8.000000000008001e-05,0.8000000000008001,0.1255605381167107
GBP_USD,short,2020-11-09 07:15:00+00:00,1.319242942857143,2020-11-09 07:30:00+00:00,1.3198482285714288,39678,-24.01652657143009,24.01652657143009,stop_loss,-1.0,0.00048000000000003595,4.8000000000003595,0.5628140703517875
EUR_USD,short,2020-11-09 07:30:00+00:00,1.1889159285714286,2020-11-09 08:30:00+00:00,1.1879855714285714,25814,24.016239285714814,24.016239285714814,take_profit,1.0,0.0002500000000000835,2.500000000000835,0.35532994923869243
EUR_USD,short,2020-11-10 08:30:00+00:00,1.1834408571428572,2020-11-10 08:30:00+00:00,1.1839765714285715,44831,-24.016607142858053,24.016607142858053,stop_loss,-1.0,9.999999999998899e-05,0.9999999999998899,0.10447761194028639
GBP_USD,short,2020-11-11 07:45:00+00:00,1.3274642142857143,2020-11-11 08:00:00+00:00,1.3287731428571428,18302,-23.956010714284453,23.956010714284453,stop_loss,-1.0,0.0007799999999997809,7.799999999997809,0.988235294117369
EUR_USD,short,2020-11-12 08:15:00+00:00,1.1786163,2020-11-12 08:15:00+00:00,1.1788948,85806,-23.896970999986983,23.896970999986983,stop_loss,-1.0,2.999999999997449e-05,0.2999999999997449,0.04379562043791902
GBP_USD,short,2020-11-13 07:15:00+00:00,1.3146667857142857,2020-11-13 07:45:00+00:00,1.3152928571428573,38074,-23.837043571431956,23.837043571431956,stop_loss,-1.0,5.999999999994898e-05,0.5999999999994898,0.09081081081073161
EUR_USD,short,2020-11-16 09:30:00+00:00,1.1842772571428573,2020-11-16 13:30:00+00:00,1.181663542857143,9097,23.776958857143264,23.776958857143264,take_profit,1.0,0.0014199999999999768,14.199999999999768,2.228699551569405
EUR_USD,short,2020-11-18 09:00:00+00:00,1.1877480999999999,2020-11-18 12:00:00+00:00,1.1863985999999997,17663,23.836218500002023,23.836218500002023,take_profit,1.0,0.0012600000000000389,12.600000000000389,2.1176470588236644
EUR_USD,short,2020-11-19 07:30:00+00:00,1.1849228714285716,2020-11-19 07:30:00+00:00,1.1852085142857145,83659,-23.896595785721434,23.896595785721434,stop_loss,-1.0,1.0000000000065512e-05,0.10000000000065512,0.02805611222463117
GBP_USD,short,2020-11-20 07:15:00+00:00,1.3277883428571429,2020-11-20 07:45:00+00:00,1.3268300571428573,24874,23.836398857139475,23.836398857139475,take_profit,1.0,0.00027999999999983594,2.7999999999983594,0.48039215686247994
EUR_USD,short,2020-11-23 07:15:00+00:00,1.1872751,2020-11-23 07:15:00+00:00,1.1878396,42332,-23.896414000003336,23.896414000003336,stop_loss,-1.0,1.999999999990898e-05,0.1999999999990898,0.08163265306085193
EUR_USD,short,2020-11-25 07:45:00+00:00,1.1908682285714285,2020-11-25 08:00:00+00:00,1.1914370857142857,41903,-23.836820857147757,23.836820857147757,stop_loss,-1.0,0.00043999999999999595,4.3999999999999595,0.7475728155339513
GBP_USD,long,2020-11-26 07:30:00+00:00,1.3386586999999999,2020-11-26 07:30:00+00:00,1.3382551999999999,58927,-23.777044500000063,23.777044500000063,stop_loss,-1.0,0.00015999999999993797,1.5999999999993797,0.36781609195387127
EUR_USD,short,2020-11-27 07:30:00+00:00,1.192313842857143,2020-11-27 08:00:00+00:00,1.1929846285714285,35358,-23.717641285709615,23.717641285709615,stop_loss,-1.0,0.00010999999999983245,1.0999999999983245,0.3573085846862461
EUR_USD,short,2020-12-02 08:00:00+00:00,1.2068152285714286,2020-12-02 08:45:00+00:00,1.2048813714285715,12233,23.656874428570884,23.656874428570884,take_profit,1.0,0.00041000000000002146,4.100000000000215,0.5551257253385433
GBP_USD,long,2020-12-04 08:15:00+00:00,1.3463601142857144,2020-12-04 08:45:00+00:00,1.3431095428571431,7296,-23.716169142856387,23.716169142856387,stop_loss,-1.0,0.0011900000000000244,11.900000000000244,1.1832386363635967
EUR_USD,long,2020-12-07 07:45:00+00:00,1.2121281857142858,2020-12-07 08:00:00+00:00,1.2114772571428571,36345,-23.657998928575275,23.657998928575275,stop_loss,-1.0,0.00045999999999990493,4.599999999999049,1.1239092495635086
GBP_USD,long,2020-12-08 07:30:00+00:00,1.3344689428571428,2020-12-08 07:45:00+00:00,1.3359436571428571,16002,23.598378000000697,23.598378000000697,take_profit,1.0,0.0005699999999999594,5.699999999999594,0.6018099547510861
EUR_USD,long,2020-12-08 08:30:00+00:00,1.211311742857143,2020-12-08 08:45:00+00:00,1.2130904571428571,13300,23.656899999998714,23.656899999998714,take_profit,1.0,0.0008799999999999919,8.799999999999919,1.4987834549877996
GBP_USD,long,2020-12-09 07:30:00+00:00,1.3366943,2020-12-09 07:30:00+00:00,1.3362728,56269,-23.717383500004196,23.717383500004196,stop_loss,-1.0,1.0000000000065512e-05,0.10000000000065512,0.013986013986104887
GBP_USD,long,2020-12-10 07:15:00+00:00,1.3346039571428572,2020-12-10 07:15:00+00:00,1.3338141714285714,29955,-23.658031071430674,23.658031071430674,stop_loss,-1.0,0.00034000000000000696,3.4000000000000696,0.4872057318321464
GBP_USD,long,2020-12-11 07:45:00+00:00,1.329463342857143,2020-12-11 07:45:00+00:00,1.3290366285714286,55303,-23.598580142862982,23.598580142862982,stop_loss,-1.0,0.000280000000000058,2.80000000000058,0.4197002141328436
EUR_USD,long,2020-12-15 09:30:00+00:00,1.2159659285714286,2020-12-15 12:45:00+00:00,1.2131362857142858,8319,-23.539798928571138,23.539798928571138,stop_loss,-1.0,0.0013700000000000934,13.700000000000934,1.7201793721974277
GBP_USD,long,2020-12-18 08:15:00+00:00,1.3529903428571428,2020-12-18 08:45:00+00:00,1.354752057142857,13328,23.480127999999596,23.480127999999596,take_profit,1.0,0.0007600000000000939,7.600000000000939,0.7471910112360691
EUR_USD,long,2020-12-21 08:15:00+00:00,1.2192382428571429,2020-12-21 08:30:00+00:00,1.221649457142857,9762,23.538273857142265,23.538273857142265,take_profit,1.0,0.001060000000000061,10.600000000000609,1.1620986687549657
EUR_USD,long,2020-12-22 07:15:00+00:00,1.2223592428571428,2020-12-22 08:00:00+00:00,1.2214130285714286,24940,-23.59858428571153,23.59858428571153,stop_loss,-1.0,0.00021000000000004349,2.100000000000435,0.4544049459043157
EUR_USD,long,2020-12-31 09:45:00+00:00,1.2290788428571429,2020-12-31 09:45:00+00:00,1.2277946285714285,18330,-23.539647857143976,23.539647857143976,stop_loss,-1.0,0.0007299999999998974,7.299999999998974,0.7748294162242884
GBP_USD,long,2021-01-05 08:00:00+00:00,1.3570636571428571,2021-01-05 08:00:00+00:00,1.358081942857143,23059,23.480650285715093,23.480650285715093,take_profit,1.0,0.00012000000000012001,1.2000000000012,0.10144927536242496
GBP_USD,long,2021-01-07 08:00:00+00:00,1.3581898000000001,2021-01-07 08:15:00+00:00,1.3599088000000004,13693,23.538267000003398,23.538267000003398,take_profit,1.0,0.0007800000000000029,7.800000000000029,0.7878787878787539
EUR_USD,long,2021-01-07 08:45:00+00:00,1.2309668428571428,2021-01-07 08:45:00+00:00,1.2292726285714284,13928,-23.59701657142972,23.59701657142972,stop_loss,-1.0,0.0014600000000000168,14.600000000000168,1.7336726039016037
EUR_USD,long,2021-01-08 08:00:00+00:00,1.2239646285714287,2021-01-08 08:00:00+00:00,1.2232414857142861,32551,-23.539023142848418,23.539023142848418,stop_loss,-1.0,0.00025999999999992696,2.5999999999992696,0.35546874999988376
GBP_USD,long,2021-01-11 07:45:00+00:00,1.3492776714285712,2021-01-11 07:45:00+00:00,1.3482893142857142,23757,-23.480400642855052,23.480400642855052,stop_loss,-1.0,0.0008399999999999519,8.399999999999519,0.9506871463216753
EUR_USD,long,2021-01-15 09:15:00+00:00,1.2139964571428572,2021-01-15 12:00:00+00:00,1.2117741714285715,10539,-23.42066914285733,23.42066914285733,stop_loss,-1.0,0.0016099999999998893,16.099999999998893,1.9565972222221297
GBP_USD,long,2021-01-22 09:00:00+00:00,1.3693720285714286,2021-01-22 09:30:00+00:00,1.3655218857142857,6068,-23.362666857143196,23.362666857143196,stop_loss,-1.0,0.003689999999999971,36.89999999999971,3.3501945525290626
GBP_USD,long,2021-01-25 09:30:00+00:00,1.3679942857142857,2021-01-25 09:30:00+00:00,1.367152857142857,27696,-23.304205714288155,23.304205714288155,stop_loss,-1.0,0.0005800000000000249,5.800000000000249,0.47764705882355885
EUR_USD,long,2021-01-26 08:15:00+00:00,1.2127625,2021-01-26 12:30:00+00:00,1.214715,11906,23.24646500000028,23.24646500000028,take_profit,1.0,0.0015600000000000058,15.600000000000058,2.4960000000000626
EUR_USD,long,2021-01-27 07:45:00+00:00,1.2158682285714286,2021-01-27 08:00:00+00:00,1.2152070857142856,35249,-23.304624571434548,23.304624571434548,stop_loss,-1.0,0.00012999999999996348,1.2999999999996348,0.3159722222221098
EUR_USD,long,2021-01-28 07:45:00+00:00,1.2087147571428571,2021-01-28 07:45:00+00:00,1.2093285428571428,37873,23.24590635713885,23.24590635713885,take_profit,1.0,0.00017999999999984695,1.7999999999984695,0.24394966118080938
GBP_USD,long,2021-01-28 08:00:00+00:00,1.3659075142857144,2021-01-28 08:45:00+00:00,1.3640099428571428,12281,-23.304074714287935,23.304074714287935,stop_loss,-1.0,0.0011700000000001154,11.700000000001154,1.3360522022839885
GBP_USD,long,2021-01-29 08:00:00+00:00,1.3699641571428571,2021-01-29 08:00:00+00:00,1.3692933714285715,34655,-23.246078928566853,23.246078928566853,stop_loss,-1.0,0.00028999999999990145,2.8999999999990145,0.409687184661824
EUR_USD,long,2021-02-01 08:15:00+00:00,1.2130194142857142,2021-02-01 08:15:00+00:00,1.2118123428571428,19210,-23.187842142857747,23.187842142857747,stop_loss,-1.0,0.000220000000000109,2.20000000000109,0.4673748103188737
EUR_USD,long,2021-02-03 07:15:00+00:00,1.2038374,2021-02-03 07:30:00+00:00,1.2030904,30964,-23.13010800000165,23.13010800000165,stop_loss,-1.0,0.00045000000000006146,4.500000000000615,1.2162162162162868
GBP_USD,long,2021-02-03 09:15:00+00:00,1.3650810285714285,2021-02-03 09:30:00+00:00,1.3660361714285714,24156,23.07243085714199,23.07243085714199,take_profit,1.0,0.00035999999999991594,3.5999999999991594,0.34239130434774456
EUR_USD,long,2021-02-04 07:45:00+00:00,1.2008910857142856,2021-02-04 08:00:00+00:00,1.199995657142857,25831,-23.129815428573668,23.129815428573668,stop_loss,-1.0,0.000740000000000185,7.4000000000018495,1.335051546392088
GBP_USD,long,2021-02-04 09:45:00+00:00,1.3598926714285713,2021-02-04 10:45:00+00:00,1.3572093142857142,8598,-23.071504714284973,23.071504714284973,stop_loss,-1.0,0.0022999999999999687,22.999999999999687,2.028985507246371
EUR_USD,long,2021-02-08 08:30:00+00:00,1.2031536285714286,2021-02-08 08:30:00+00:00,1.2029154857142856,96642,-23.01460200001037,23.01460200001037,stop_loss,-1.0,7.999999999985796e-05,0.7999999999985796,0.11740041928700476
